"date","julian","year","location","count","status","Tmax","Tmean","Tmin","rain"
2015-07-01,182,"2015","Mooneys",125.7543524,"Rain",22.5,17.5,12.4,11.2
2015-07-01,182,"2015","PetrieEast",38.98059841,"Rain",22.5,17.5,12.4,11.2
2015-07-01,182,"2015","PetrieRiver",53.86846609,"Rain",22.5,17.5,12.4,11.2
2015-07-02,183,"2015","Britannia",69.42503429,"Swim",22.5,16.1,9.7,0
2015-07-02,183,"2015","Westboro",50.73034963,"Swim",22.5,16.1,9.7,0
2015-07-02,183,"2015","Mooneys",1000,"NoSwim",22.5,16.1,9.7,0
2015-07-02,183,"2015","PetrieEast",11.48698355,"Swim",22.5,16.1,9.7,0
2015-07-02,183,"2015","PetrieRiver",130.6918759,"Swim",22.5,16.1,9.7,0
2015-07-03,184,"2015","Britannia",36.2967809,"Swim",25.1,16.9,8.7,0
2015-07-03,184,"2015","Westboro",35.87214026,"Swim",25.1,16.9,8.7,0
2015-07-03,184,"2015","Mooneys",82.31867283,"Swim",25.1,16.9,8.7,0
2015-07-03,184,"2015","PetrieEast",53.78268785,"Swim",25.1,16.9,8.7,0
2015-07-03,184,"2015","PetrieRiver",273.2013995,"NoSwim",25.1,16.9,8.7,0
2015-07-04,185,"2015","Britannia",10,"Swim",26,18,9.9,0
2015-07-04,185,"2015","Westboro",51.14622783,"Swim",26,18,9.9,0
2015-07-04,185,"2015","Mooneys",43.646662,"Swim",26,18,9.9,0
2015-07-04,185,"2015","PetrieEast",40.95345022,"Swim",26,18,9.9,0
2015-07-04,185,"2015","PetrieRiver",42.58195603,"Swim",26,18,9.9,0
2015-07-05,186,"2015","Britannia",18.20564203,"Swim",27,20.5,13.9,0
2015-07-05,186,"2015","Westboro",27.01920077,"Swim",27,20.5,13.9,0
2015-07-05,186,"2015","Mooneys",10,"Swim",27,20.5,13.9,0
2015-07-05,186,"2015","PetrieEast",22.67933155,"Swim",27,20.5,13.9,0
2015-07-05,186,"2015","PetrieRiver",29.13693459,"Swim",27,20.5,13.9,0
2015-07-06,187,"2015","Britannia",12.4573094,"Swim",28.6,20.6,12.6,0
2015-07-06,187,"2015","Westboro",31.03691148,"Swim",28.6,20.6,12.6,0
2015-07-06,187,"2015","Mooneys",196.8631318,"Swim",28.6,20.6,12.6,0
2015-07-06,187,"2015","PetrieEast",10,"Swim",28.6,20.6,12.6,0
2015-07-06,187,"2015","PetrieRiver",20.27844745,"Swim",28.6,20.6,12.6,0
2015-07-07,188,"2015","Britannia",12.4573094,"Swim",30,22.5,15,9.2
2015-07-07,188,"2015","Westboro",25.50849001,"Swim",30,22.5,15,9.2
2015-07-07,188,"2015","Mooneys",27.86518023,"Swim",30,22.5,15,9.2
2015-07-07,188,"2015","PetrieEast",22.36853829,"Swim",30,22.5,15,9.2
2015-07-07,188,"2015","PetrieRiver",31.03691148,"Swim",30,22.5,15,9.2
2015-07-08,189,"2015","Britannia",312.8168773,"NoSwim",24.8,18.7,12.6,0
2015-07-08,189,"2015","Westboro",11.48698355,"Swim",24.8,18.7,12.6,0
2015-07-08,189,"2015","Mooneys",11.48698355,"Swim",24.8,18.7,12.6,0
2015-07-08,189,"2015","PetrieEast",12.4573094,"Swim",24.8,18.7,12.6,0
2015-07-08,189,"2015","PetrieRiver",34.07078325,"Swim",24.8,18.7,12.6,0
2015-07-09,190,"2015","Britannia",131.397251,"NoSwim",22.9,17.9,12.9,0
2015-07-09,190,"2015","Westboro",22.67933155,"Swim",22.9,17.9,12.9,0
2015-07-09,190,"2015","Mooneys",83.05454191,"Swim",22.9,17.9,12.9,0
2015-07-09,190,"2015","PetrieEast",72.5935618,"Swim",22.9,17.9,12.9,0
2015-07-09,190,"2015","PetrieRiver",71.90000615,"Swim",22.9,17.9,12.9,0
2015-07-10,191,"2015","Britannia",23.52158045,"Swim",28.3,20.3,12.2,0
2015-07-10,191,"2015","Westboro",33.14454017,"Swim",28.3,20.3,12.2,0
2015-07-10,191,"2015","Mooneys",17.41101127,"Swim",28.3,20.3,12.2,0
2015-07-10,191,"2015","PetrieEast",27.24069927,"Swim",28.3,20.3,12.2,0
2015-07-10,191,"2015","PetrieRiver",36.590467,"Swim",28.3,20.3,12.2,0
2015-07-11,192,"2015","Britannia",24.91461879,"Swim",31,23.2,15.3,0
2015-07-11,192,"2015","Westboro",26.05171085,"Swim",31,23.2,15.3,0
2015-07-11,192,"2015","Mooneys",25.50849001,"Swim",31,23.2,15.3,0
2015-07-11,192,"2015","PetrieEast",10,"Swim",31,23.2,15.3,0
2015-07-11,192,"2015","PetrieRiver",47.89388953,"Swim",31,23.2,15.3,0
2015-07-12,193,"2015","Britannia",15.15716567,"Swim",30.5,24.5,18.4,0
2015-07-12,193,"2015","Westboro",27.01920077,"Swim",30.5,24.5,18.4,0
2015-07-12,193,"2015","Mooneys",50.07974522,"Swim",30.5,24.5,18.4,0
2015-07-12,193,"2015","PetrieEast",18.88175023,"Swim",30.5,24.5,18.4,0
2015-07-12,193,"2015","PetrieRiver",35.7993767,"Swim",30.5,24.5,18.4,0
2015-07-13,194,"2015","Britannia",47.89388953,"Swim",30.6,23.1,15.6,0
2015-07-13,194,"2015","Westboro",19.47294361,"Swim",30.6,23.1,15.6,0
2015-07-13,194,"2015","Mooneys",22.9739671,"Swim",30.6,23.1,15.6,0
2015-07-13,194,"2015","PetrieEast",45.80344098,"Swim",30.6,23.1,15.6,0
2015-07-13,194,"2015","PetrieRiver",42.86872049,"Swim",30.6,23.1,15.6,0
2015-07-14,195,"2015","Britannia",10,"Swim",26.7,20,13.3,0.6
2015-07-14,195,"2015","Westboro",18.88175023,"Swim",26.7,20,13.3,0.6
2015-07-14,195,"2015","Mooneys",13.19507911,"Swim",26.7,20,13.3,0.6
2015-07-14,195,"2015","PetrieEast",28.252345,"Swim",26.7,20,13.3,0.6
2015-07-14,195,"2015","PetrieRiver",106.5816818,"Swim",26.7,20,13.3,0.6
2015-07-15,196,"2015","Britannia",177.6396344,"Swim",21.6,15.7,9.7,0
2015-07-15,196,"2015","Westboro",16.4375183,"Swim",21.6,15.7,9.7,0
2015-07-15,196,"2015","Mooneys",26.67268608,"Swim",21.6,15.7,9.7,0
2015-07-15,196,"2015","PetrieEast",27.01920077,"Swim",21.6,15.7,9.7,0
2015-07-15,196,"2015","PetrieRiver",113.4290398,"NoSwim",21.6,15.7,9.7,0
2015-07-16,197,"2015","Britannia",33.79774445,"Swim",24.3,16.9,9.4,0
2015-07-16,197,"2015","Westboro",12.4573094,"Swim",24.3,16.9,9.4,0
2015-07-16,197,"2015","Mooneys",27.59459323,"Swim",24.3,16.9,9.4,0
2015-07-16,197,"2015","PetrieEast",17.41101127,"Swim",24.3,16.9,9.4,0
2015-07-16,197,"2015","PetrieRiver",51.84129486,"Swim",24.3,16.9,9.4,0
2015-07-17,198,"2015","Britannia",69.76266091,"Swim",23,15.7,8.4,13
2015-07-17,198,"2015","Westboro",20.47672511,"Swim",23,15.7,8.4,13
2015-07-17,198,"2015","Mooneys",13.19507911,"Swim",23,15.7,8.4,13
2015-07-17,198,"2015","PetrieEast",61.78008506,"Swim",23,15.7,8.4,13
2015-07-17,198,"2015","PetrieRiver",49.59678365,"Swim",23,15.7,8.4,13
2015-07-18,199,"2015","Britannia",14.30969081,"Swim",28.8,23.1,17.3,0
2015-07-18,199,"2015","Westboro",39.60964254,"Swim",28.8,23.1,17.3,0
2015-07-18,199,"2015","Mooneys",27.01920077,"Swim",28.8,23.1,17.3,0
2015-07-18,199,"2015","PetrieEast",58.63361175,"Swim",28.8,23.1,17.3,0
2015-07-18,199,"2015","PetrieRiver",79.81949983,"Swim",28.8,23.1,17.3,0
2015-07-19,200,"2015","Britannia",16.95218203,"Swim",31.7,25.1,18.4,0.2
2015-07-19,200,"2015","Westboro",20.47672511,"Swim",31.7,25.1,18.4,0.2
2015-07-19,200,"2015","Mooneys",34.20181635,"Swim",31.7,25.1,18.4,0.2
2015-07-19,200,"2015","PetrieEast",35.65204916,"Swim",31.7,25.1,18.4,0.2
2015-07-19,200,"2015","PetrieRiver",115.4182466,"Swim",31.7,25.1,18.4,0.2
2015-07-20,201,"2015","Britannia",30.86253577,"Swim",29.3,23,16.6,0
2015-07-20,201,"2015","Westboro",24.59509486,"Swim",29.3,23,16.6,0
2015-07-20,201,"2015","Mooneys",28.252345,"Swim",29.3,23,16.6,0
2015-07-20,201,"2015","PetrieEast",23.52158045,"Swim",29.3,23,16.6,0
2015-07-20,201,"2015","PetrieRiver",91.10551849,"Swim",29.3,23,16.6,0
2015-07-21,202,"2015","Britannia",12.4573094,"Swim",26.9,20.8,14.7,1
2015-07-21,202,"2015","Westboro",13.19507911,"Swim",26.9,20.8,14.7,1
2015-07-21,202,"2015","Mooneys",70.29160449,"Swim",26.9,20.8,14.7,1
2015-07-21,202,"2015","PetrieEast",27.59459323,"Swim",26.9,20.8,14.7,1
2015-07-21,202,"2015","PetrieRiver",31.90474189,"Swim",26.9,20.8,14.7,1
2015-07-22,203,"2015","Britannia",70.64843301,"Swim",24.3,19.8,15.3,0
2015-07-22,203,"2015","Westboro",65.1084224,"Swim",24.3,19.8,15.3,0
2015-07-22,203,"2015","Mooneys",32.45342223,"Swim",24.3,19.8,15.3,0
2015-07-22,203,"2015","PetrieEast",17.82602458,"Swim",24.3,19.8,15.3,0
2015-07-22,203,"2015","PetrieRiver",114.5520503,"Swim",24.3,19.8,15.3,0
2015-07-23,204,"2015","Britannia",62.07382296,"Swim",25.5,19.4,13.3,0
2015-07-23,204,"2015","Westboro",43.58587254,"Swim",25.5,19.4,13.3,0
2015-07-23,204,"2015","Mooneys",17.41101127,"Swim",25.5,19.4,13.3,0
2015-07-23,204,"2015","PetrieEast",178.5360509,"Swim",25.5,19.4,13.3,0
2015-07-23,204,"2015","PetrieRiver",23.97704997,"Swim",25.5,19.4,13.3,0
2015-07-24,205,"2015","Britannia",17.82602458,"Swim",26.1,20.2,14.3,0
2015-07-24,205,"2015","Westboro",45.35866311,"Swim",26.1,20.2,14.3,0
2015-07-24,205,"2015","Mooneys",13.19507911,"Swim",26.1,20.2,14.3,0
2015-07-24,205,"2015","PetrieEast",29.30156052,"Swim",26.1,20.2,14.3,0
2015-07-24,205,"2015","PetrieRiver",28.46660679,"Swim",26.1,20.2,14.3,0
2015-07-25,206,"2015","Britannia",74.40240421,"Swim",26.4,20.7,14.9,5.6
2015-07-25,206,"2015","Westboro",11.48698355,"Swim",26.4,20.7,14.9,5.6
2015-07-25,206,"2015","Mooneys",16.4375183,"Swim",26.4,20.7,14.9,5.6
2015-07-25,206,"2015","PetrieEast",96.57302989,"Swim",26.4,20.7,14.9,5.6
2015-07-25,206,"2015","PetrieRiver",32.87503659,"Swim",26.4,20.7,14.9,5.6
2015-07-26,207,"2015","Britannia",16.4375183,"Swim",29.1,24,18.9,0
2015-07-26,207,"2015","Westboro",24.59509486,"Swim",29.1,24,18.9,0
2015-07-26,207,"2015","Mooneys",79.74842269,"Swim",29.1,24,18.9,0
2015-07-26,207,"2015","PetrieEast",12.4573094,"Swim",29.1,24,18.9,0
2015-07-26,207,"2015","PetrieRiver",123.7909815,"Swim",29.1,24,18.9,0
2015-07-27,208,"2015","Britannia",21.68943542,"Swim",31.8,25.1,18.3,0
2015-07-27,208,"2015","Westboro",91.27735226,"Swim",31.8,25.1,18.3,0
2015-07-27,208,"2015","Mooneys",142.3653969,"Swim",31.8,25.1,18.3,0
2015-07-27,208,"2015","PetrieEast",26.05171085,"Swim",31.8,25.1,18.3,0
2015-07-27,208,"2015","PetrieRiver",97.54393437,"Swim",31.8,25.1,18.3,0
2015-07-28,209,"2015","Britannia",17.18771928,"Swim",33.9,25.3,16.6,0
2015-07-28,209,"2015","Westboro",21.68943542,"Swim",33.9,25.3,16.6,0
2015-07-28,209,"2015","Mooneys",48.16449371,"Swim",33.9,25.3,16.6,0
2015-07-28,209,"2015","PetrieEast",18.88175023,"Swim",33.9,25.3,16.6,0
2015-07-28,209,"2015","PetrieRiver",38.55914978,"Swim",33.9,25.3,16.6,0
2015-07-29,210,"2015","Britannia",27.01920077,"Swim",34.3,27.1,19.8,0
2015-07-29,210,"2015","Westboro",13.19507911,"Swim",34.3,27.1,19.8,0
2015-07-29,210,"2015","Mooneys",23.52158045,"Swim",34.3,27.1,19.8,0
2015-07-29,210,"2015","PetrieEast",10,"Swim",34.3,27.1,19.8,0
2015-07-29,210,"2015","PetrieRiver",30.25074466,"Swim",34.3,27.1,19.8,0
2015-07-30,211,"2015","Britannia",17.18771928,"Swim",30.7,24.6,18.4,0
2015-07-30,211,"2015","Westboro",10,"Swim",30.7,24.6,18.4,0
2015-07-30,211,"2015","Mooneys",122.1287544,"Swim",30.7,24.6,18.4,0
2015-07-30,211,"2015","PetrieEast",13.19507911,"Swim",30.7,24.6,18.4,0
2015-07-30,211,"2015","PetrieRiver",31.02998228,"Swim",30.7,24.6,18.4,0
2015-07-31,212,"2015","Britannia",68.53467509,"Swim",28.5,22.4,16.2,0
2015-07-31,212,"2015","Westboro",12.4573094,"Swim",28.5,22.4,16.2,0
2015-07-31,212,"2015","Mooneys",184.85158,"NoSwim",28.5,22.4,16.2,0
2015-07-31,212,"2015","PetrieEast",31.03691148,"Swim",28.5,22.4,16.2,0
2015-07-31,212,"2015","PetrieRiver",75.38330768,"Swim",28.5,22.4,16.2,0
2015-08-01,213,"2015","Britannia",20,"Swim",26.6,20.3,13.9,0
2015-08-01,213,"2015","Westboro",16.4375183,"Swim",26.6,20.3,13.9,0
2015-08-01,213,"2015","Mooneys",45.73050519,"Swim",26.6,20.3,13.9,0
2015-08-01,213,"2015","PetrieEast",75.05272581,"Swim",26.6,20.3,13.9,0
2015-08-01,213,"2015","PetrieRiver",58.51467849,"Swim",26.6,20.3,13.9,0
2015-08-02,214,"2015","Britannia",11.48698355,"Swim",28.6,21.1,13.6,4.8
2015-08-02,214,"2015","Westboro",11.48698355,"Swim",28.6,21.1,13.6,4.8
2015-08-02,214,"2015","Mooneys",21.86724148,"Swim",28.6,21.1,13.6,4.8
2015-08-02,214,"2015","PetrieEast",27.79851635,"Swim",28.6,21.1,13.6,4.8
2015-08-02,214,"2015","PetrieRiver",43.646662,"Swim",28.6,21.1,13.6,4.8
2015-08-03,215,"2015","Britannia",48.16449371,"Swim",24.5,19.6,14.7,2.6
2015-08-03,215,"2015","Westboro",10,"Swim",24.5,19.6,14.7,2.6
2015-08-03,215,"2015","Mooneys",65.60172444,"Swim",24.5,19.6,14.7,2.6
2015-08-03,215,"2015","PetrieEast",19.47294361,"Swim",24.5,19.6,14.7,2.6
2015-08-03,215,"2015","PetrieRiver",35.94431819,"Swim",24.5,19.6,14.7,2.6
2015-08-04,216,"2015","Britannia",42.2357153,"Swim",25.4,19.6,13.8,3.2
2015-08-04,216,"2015","Westboro",31.03691148,"Swim",25.4,19.6,13.8,3.2
2015-08-04,216,"2015","Mooneys",88.40539154,"Swim",25.4,19.6,13.8,3.2
2015-08-04,216,"2015","PetrieEast",35.65204916,"Swim",25.4,19.6,13.8,3.2
2015-08-04,216,"2015","PetrieRiver",59.11493296,"Swim",25.4,19.6,13.8,3.2
2015-08-05,217,"2015","Britannia",106.2675526,"Swim",24.2,18.1,11.9,0.2
2015-08-05,217,"2015","Westboro",123.8216266,"Swim",24.2,18.1,11.9,0.2
2015-08-05,217,"2015","Mooneys",59.66290001,"Swim",24.2,18.1,11.9,0.2
2015-08-05,217,"2015","PetrieEast",17.41101127,"Swim",24.2,18.1,11.9,0.2
2015-08-05,217,"2015","PetrieRiver",40.52636973,"Swim",24.2,18.1,11.9,0.2
2015-08-06,218,"2015","Britannia",49.39346189,"Swim",24.1,18.1,12.1,0
2015-08-06,218,"2015","Westboro",10,"Swim",24.1,18.1,12.1,0
2015-08-06,218,"2015","Mooneys",56.50469001,"Swim",24.1,18.1,12.1,0
2015-08-06,218,"2015","PetrieEast",161.1795025,"Swim",24.1,18.1,12.1,0
2015-08-06,218,"2015","PetrieRiver",30.62977356,"Swim",24.1,18.1,12.1,0
2015-08-07,219,"2015","Britannia",15.15716567,"Swim",24.3,17.9,11.5,0
2015-08-07,219,"2015","Westboro",18.88175023,"Swim",24.3,17.9,11.5,0
2015-08-07,219,"2015","Mooneys",80.11296179,"Swim",24.3,17.9,11.5,0
2015-08-07,219,"2015","PetrieEast",38.1677891,"Swim",24.3,17.9,11.5,0
2015-08-07,219,"2015","PetrieRiver",44.40369116,"Swim",24.3,17.9,11.5,0
2015-08-08,220,"2015","Britannia",11.48698355,"Swim",24,18.2,12.4,0
2015-08-08,220,"2015","Westboro",17.41101127,"Swim",24,18.2,12.4,0
2015-08-08,220,"2015","Mooneys",21.68943542,"Swim",24,18.2,12.4,0
2015-08-08,220,"2015","PetrieEast",31.29134645,"Swim",24,18.2,12.4,0
2015-08-08,220,"2015","PetrieRiver",24.91461879,"Swim",24,18.2,12.4,0
2015-08-09,221,"2015","Britannia",13.19507911,"Swim",26.4,19.1,11.7,0
2015-08-09,221,"2015","Westboro",13.19507911,"Swim",26.4,19.1,11.7,0
2015-08-09,221,"2015","Mooneys",21.68943542,"Swim",26.4,19.1,11.7,0
2015-08-09,221,"2015","PetrieEast",11.48698355,"Swim",26.4,19.1,11.7,0
2015-08-09,221,"2015","PetrieRiver",40.95345022,"Swim",26.4,19.1,11.7,0
2015-08-10,222,"2015","Britannia",23.52158045,"Rain",28,19.7,11.4,12.4
2015-08-10,222,"2015","Westboro",22.20643035,"Rain",28,19.7,11.4,12.4
2015-08-10,222,"2015","Mooneys",29.92555739,"Rain",28,19.7,11.4,12.4
2015-08-10,222,"2015","PetrieEast",136.7002173,"Rain",28,19.7,11.4,12.4
2015-08-10,222,"2015","PetrieRiver",42.25558521,"Rain",28,19.7,11.4,12.4
2015-08-11,223,"2015","Britannia",36.41128406,"Rain",24.3,20.9,17.4,29.4
2015-08-11,223,"2015","Westboro",566.762977,"NoSwim",24.3,20.9,17.4,29.4
2015-08-11,223,"2015","Mooneys",72.22690889,"Rain",24.3,20.9,17.4,29.4
2015-08-11,223,"2015","PetrieEast",278.7075104,"NoSwim",24.3,20.9,17.4,29.4
2015-08-11,223,"2015","PetrieRiver",207.6110851,"NoSwim",24.3,20.9,17.4,29.4
2015-08-12,224,"2015","Britannia",230.9979946,"NoSwim",21.3,17.5,13.6,0
2015-08-12,224,"2015","Westboro",97.3241806,"Swim",21.3,17.5,13.6,0
2015-08-12,224,"2015","Mooneys",175.2877724,"NoSwim",21.3,17.5,13.6,0
2015-08-12,224,"2015","PetrieEast",54.69760137,"Swim",21.3,17.5,13.6,0
2015-08-12,224,"2015","PetrieRiver",352.3687436,"NoSwim",21.3,17.5,13.6,0
2015-08-13,225,"2015","Britannia",66.93909766,"Swim",25.8,19.3,12.7,0
2015-08-13,225,"2015","Westboro",17.41101127,"Swim",25.8,19.3,12.7,0
2015-08-13,225,"2015","Mooneys",92.75032818,"Swim",25.8,19.3,12.7,0
2015-08-13,225,"2015","PetrieEast",126.181372,"Swim",25.8,19.3,12.7,0
2015-08-13,225,"2015","PetrieRiver",96.14879993,"Swim",25.8,19.3,12.7,0
2015-08-14,226,"2015","Britannia",16.4375183,"Swim",26.1,21.3,16.5,24.8
2015-08-14,226,"2015","Westboro",21.68943542,"Swim",26.1,21.3,16.5,24.8
2015-08-14,226,"2015","Mooneys",56.9679052,"Swim",26.1,21.3,16.5,24.8
2015-08-14,226,"2015","PetrieEast",102.5469177,"NoSwim",26.1,21.3,16.5,24.8
2015-08-14,226,"2015","PetrieRiver",80.4174801,"Swim",26.1,21.3,16.5,24.8
2015-08-15,227,"2015","Britannia",45.9479342,"Swim",27.9,23.5,19,0
2015-08-15,227,"2015","Westboro",36.50186051,"Swim",27.9,23.5,19,0
2015-08-15,227,"2015","Mooneys",33.65865436,"Swim",27.9,23.5,19,0
2015-08-15,227,"2015","PetrieEast",39.73077521,"Swim",27.9,23.5,19,0
2015-08-15,227,"2015","PetrieRiver",103.2955148,"Swim",27.9,23.5,19,0
2016-06-18,170,"2016","Britannia",10,"Swim",31.7,21.5,11.2,0
2016-06-18,170,"2016","Westboro",15.15716567,"Swim",31.7,21.5,11.2,0
2016-06-18,170,"2016","Mooneys",14.30969081,"Swim",31.7,21.5,11.2,0
2016-06-18,170,"2016","PetrieEast",15.15716567,"Swim",31.7,21.5,11.2,0
2016-06-18,170,"2016","PetrieRiver",26.72949404,"Swim",31.7,21.5,11.2,0
2016-06-19,171,"2016","Britannia",11.48698355,"Swim",33.3,24.4,15.5,0
2016-06-19,171,"2016","Westboro",11.48698355,"Swim",33.3,24.4,15.5,0
2016-06-19,171,"2016","Mooneys",10,"Swim",33.3,24.4,15.5,0
2016-06-19,171,"2016","PetrieEast",11.48698355,"Swim",33.3,24.4,15.5,0
2016-06-19,171,"2016","PetrieRiver",20,"Swim",33.3,24.4,15.5,0
2016-06-20,172,"2016","Britannia",20.47672511,"Swim",32.1,24.7,17.2,0
2016-06-20,172,"2016","Westboro",30.63887063,"Swim",32.1,24.7,17.2,0
2016-06-20,172,"2016","Mooneys",10,"Swim",32.1,24.7,17.2,0
2016-06-20,172,"2016","PetrieEast",20.47672511,"Swim",32.1,24.7,17.2,0
2016-06-20,172,"2016","PetrieRiver",27.01920077,"Swim",32.1,24.7,17.2,0
2016-06-21,173,"2016","Britannia",12.4573094,"Swim",24.2,18.9,13.5,0
2016-06-21,173,"2016","Westboro",10,"Swim",24.2,18.9,13.5,0
2016-06-21,173,"2016","Mooneys",11.48698355,"Swim",24.2,18.9,13.5,0
2016-06-21,173,"2016","PetrieEast",58.27386917,"Swim",24.2,18.9,13.5,0
2016-06-21,173,"2016","PetrieRiver",231.2289807,"NoSwim",24.2,18.9,13.5,0
2016-06-22,174,"2016","Britannia",15.15716567,"Swim",22.8,18,13.1,0.6
2016-06-22,174,"2016","Westboro",45.54610199,"Swim",22.8,18,13.1,0.6
2016-06-22,174,"2016","Mooneys",10,"Swim",22.8,18,13.1,0.6
2016-06-22,174,"2016","PetrieEast",28.85399812,"Swim",22.8,18,13.1,0.6
2016-06-22,174,"2016","PetrieRiver",95.54617248,"Swim",22.8,18,13.1,0.6
2016-06-23,175,"2016","Britannia",18.88175023,"Swim",25.9,17.5,9,0
2016-06-23,175,"2016","Westboro",46.43984379,"Swim",25.9,17.5,9,0
2016-06-23,175,"2016","Mooneys",11.48698355,"Swim",25.9,17.5,9,0
2016-06-23,175,"2016","PetrieEast",17.82602458,"Swim",25.9,17.5,9,0
2016-06-23,175,"2016","PetrieRiver",93.20604047,"Swim",25.9,17.5,9,0
2016-06-24,176,"2016","Britannia",13.79729661,"Swim",28,18.4,8.7,0
2016-06-24,176,"2016","Westboro",14.30969081,"Swim",28,18.4,8.7,0
2016-06-24,176,"2016","Mooneys",11.48698355,"Swim",28,18.4,8.7,0
2016-06-24,176,"2016","PetrieEast",27.59459323,"Swim",28,18.4,8.7,0
2016-06-24,176,"2016","PetrieRiver",80.6758806,"Swim",28,18.4,8.7,0
2016-06-25,177,"2016","Britannia",12.4573094,"Swim",31.2,21.4,11.5,0
2016-06-25,177,"2016","Westboro",12.4573094,"Swim",31.2,21.4,11.5,0
2016-06-25,177,"2016","Mooneys",28.252345,"Swim",31.2,21.4,11.5,0
2016-06-25,177,"2016","PetrieEast",28.252345,"Swim",31.2,21.4,11.5,0
2016-06-25,177,"2016","PetrieRiver",41.70989376,"Swim",31.2,21.4,11.5,0
2016-06-26,178,"2016","Britannia",10,"Swim",33,23.6,14.1,0.4
2016-06-26,178,"2016","Westboro",12.4573094,"Swim",33,23.6,14.1,0.4
2016-06-26,178,"2016","Mooneys",15.15716567,"Swim",33,23.6,14.1,0.4
2016-06-26,178,"2016","PetrieEast",12.4573094,"Swim",33,23.6,14.1,0.4
2016-06-26,178,"2016","PetrieRiver",36.50186051,"Swim",33,23.6,14.1,0.4
2016-06-27,179,"2016","Britannia",13.19507911,"Swim",29.1,24.6,20.1,12
2016-06-27,179,"2016","Westboro",48.51609669,"Swim",29.1,24.6,20.1,12
2016-06-27,179,"2016","Mooneys",10,"Swim",29.1,24.6,20.1,12
2016-06-27,179,"2016","PetrieEast",12.4573094,"Swim",29.1,24.6,20.1,12
2016-06-27,179,"2016","PetrieRiver",15.15716567,"Swim",29.1,24.6,20.1,12
2016-06-28,180,"2016","Britannia",10,"Swim",26.2,22,17.7,4.6
2016-06-28,180,"2016","Westboro",26.05171085,"Swim",26.2,22,17.7,4.6
2016-06-28,180,"2016","Mooneys",69.46115556,"Swim",26.2,22,17.7,4.6
2016-06-28,180,"2016","PetrieEast",13.79729661,"Swim",26.2,22,17.7,4.6
2016-06-28,180,"2016","PetrieRiver",51.56006442,"Swim",26.2,22,17.7,4.6
2016-06-29,181,"2016","Britannia",26.05171085,"Swim",25.1,19.8,14.4,0
2016-06-29,181,"2016","Westboro",218.4929841,"NoSwim",25.1,19.8,14.4,0
2016-06-29,181,"2016","Mooneys",11.48698355,"Swim",25.1,19.8,14.4,0
2016-06-29,181,"2016","PetrieEast",27.01920077,"Swim",25.1,19.8,14.4,0
2016-06-29,181,"2016","PetrieRiver",225.0233836,"NoSwim",25.1,19.8,14.4,0
2016-06-30,182,"2016","Britannia",90.58226612,"Swim",29.3,20.3,11.3,0
2016-06-30,182,"2016","Westboro",38.98059841,"Swim",29.3,20.3,11.3,0
2016-06-30,182,"2016","Mooneys",18.88175023,"Swim",29.3,20.3,11.3,0
2016-06-30,182,"2016","PetrieEast",20.91279105,"Swim",29.3,20.3,11.3,0
2016-06-30,182,"2016","PetrieRiver",40.7846946,"Swim",29.3,20.3,11.3,0
2016-07-01,183,"2016","Britannia",13.79729661,"Swim",27.9,19.6,11.2,12
2016-07-01,183,"2016","Westboro",37.27919273,"Swim",27.9,19.6,11.2,12
2016-07-01,183,"2016","Mooneys",11.48698355,"Swim",27.9,19.6,11.2,12
2016-07-01,183,"2016","PetrieEast",15.15716567,"Swim",27.9,19.6,11.2,12
2016-07-01,183,"2016","PetrieRiver",51.89657433,"Swim",27.9,19.6,11.2,12
2016-07-02,184,"2016","Britannia",13.79729661,"Swim",22.4,17,11.5,0.2
2016-07-02,184,"2016","Westboro",17.82602458,"Swim",22.4,17,11.5,0.2
2016-07-02,184,"2016","Mooneys",11.48698355,"Swim",22.4,17,11.5,0.2
2016-07-02,184,"2016","PetrieEast",15.15716567,"Swim",22.4,17,11.5,0.2
2016-07-02,184,"2016","PetrieRiver",16.4375183,"Swim",22.4,17,11.5,0.2
2016-07-03,185,"2016","Britannia",51.93957121,"Swim",27.6,19.4,11.1,0
2016-07-03,185,"2016","Westboro",335.0977486,"NoSwim",27.6,19.4,11.1,0
2016-07-03,185,"2016","Mooneys",37.91955329,"Swim",27.6,19.4,11.1,0
2016-07-03,185,"2016","PetrieEast",18.20564203,"Swim",27.6,19.4,11.1,0
2016-07-03,185,"2016","PetrieRiver",81.94951592,"Swim",27.6,19.4,11.1,0
2016-07-04,186,"2016","Britannia",17.82602458,"Swim",29.9,21.3,12.7,0
2016-07-04,186,"2016","Westboro",44.73707659,"Swim",29.9,21.3,12.7,0
2016-07-04,186,"2016","Mooneys",16.4375183,"Swim",29.9,21.3,12.7,0
2016-07-04,186,"2016","PetrieEast",25.50849001,"Swim",29.9,21.3,12.7,0
2016-07-04,186,"2016","PetrieRiver",61.27774126,"Swim",29.9,21.3,12.7,0
2016-07-05,187,"2016","Britannia",10,"Swim",32.3,22.6,12.9,0
2016-07-05,187,"2016","Westboro",52.93914184,"Swim",32.3,22.6,12.9,0
2016-07-05,187,"2016","Mooneys",17.82602458,"Swim",32.3,22.6,12.9,0
2016-07-05,187,"2016","PetrieEast",11.89207115,"Swim",32.3,22.6,12.9,0
2016-07-05,187,"2016","PetrieRiver",22.89428485,"Swim",32.3,22.6,12.9,0
